date,state,committee,type,number of studies
1/1/2022,Tehran,Iran University of Medical Sciences,Thesis,16
1/1/2022,Tehran,National Agency for Strategic Research in Medical Education,Proposal,2
1/1/2022,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Thesis,1
1/1/2022,Tehran,School of Dentistry- Tehran University of Medical Sciences,Thesis,2
1/1/2022,Tehran,School of Medicine,Thesis,5
1/1/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,1
1/1/2022,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Thesis,2
1/1/2022,Tehran,Virtual University of Medical Sciences,Thesis,1
1/1/2022,Tehran ,Islamic Azad University - Varamin-Pishva Branch,Thesis,4
1/1/2022,West Azerbaijan,Urmia University of Medical Sciences,Proposal,5
1/1/2022,West Azerbaijan,Urmia University of Medical Sciences,Thesis,2
1/2/2022,Alborz,Alborz University of Medical Sciences,Proposal,4
1/2/2022,Alborz,Alborz University of Medical Sciences,Thesis,14
1/2/2022,Alborz,Laboratory Animals- Alborz university of medical sciences,Thesis,2
1/2/2022,Bushehr,Bushehr province university of medical sciences,Proposal,1
1/2/2022,Fars,School of Medicine - Shiraz University of Medical Sciences,Proposal,2
1/2/2022,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,5
1/2/2022,Hamadan,Asadabad School of Medical Sciences,Proposal,6
1/2/2022,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,4
1/2/2022,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,1
1/2/2022,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Thesis,1
1/2/2022,Kerman,Jiroft University of Medical Sciences,Proposal,1
1/2/2022,Markazi ,Arak University of Medical Sciences,Proposal,4
1/2/2022,Markazi ,Arak University of Medical Sciences,Thesis,2
1/2/2022,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Proposal,13
1/2/2022,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Thesis,28
1/2/2022,Qom,Qom University of Medical Sciences,Proposal,13
1/2/2022,Qom,Qom University of Medical Sciences,Thesis,11
1/2/2022,Razavi Khorasan,Sabzevar University of Medical Sciences,Proposal,1
1/2/2022,Razavi Khorasan,Sabzevar University of Medical Sciences,Thesis,9
1/2/2022,Razavi Khorasan,School of Dentistry - Mashhad University of Medical Sciences,Thesis,2
1/2/2022,Sistan and Baluchestan,Zahedan University Of Medical Sciences,Proposal,5
1/2/2022,Sistan and Baluchestan,Zahedan University Of Medical Sciences,Thesis,14
1/2/2022,Tabriz,University of Tabriz,Thesis,4
1/2/2022,Tehran,Iran University of Medical Sciences,Proposal,14
1/2/2022,Tehran,Iran University of Medical Sciences,Thesis,12
1/2/2022,Tehran,"Iranian Academic Center for Education,Culture and Research",Proposal,1
1/2/2022,Tehran,Islamic Azad Tehran Medical Sciences University - Pharmacy and Pharmaceutical Branches Faculty,Proposal,4
1/2/2022,Tehran,Islamic Azad Tehran Medical Sciences University - Pharmacy and Pharmaceutical Branches Faculty,Thesis,9
1/2/2022,Tehran,"Research Ethics Committee of the ""Alzahra Research Centers""",Proposal,4
1/2/2022,Tehran,School of Medicine,Thesis,2
1/2/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,1
1/2/2022,Tehran,Sina Hospital,Proposal,1
1/2/2022,Tehran,Sina Hospital,Thesis,1
1/2/2022,West Azerbaijan,Urmia University of Medical Sciences - Imam Khomeini University Hospital,Proposal,1
1/2/2022,West Azerbaijan,Urmia University of Medical Sciences - Imam Khomeini University Hospital,Thesis,6
1/2/2022,Yazd,National Research Institute of Tuberculosis and Lung Diseases - Shahid Beheshti University of Medical Sciences,Proposal,5
1/2/2022,Yazd,National Research Institute of Tuberculosis and Lung Diseases - Shahid Beheshti University of Medical Sciences,Thesis,1
1/3/2022,Ardabil,Ardabil University of Medical Sciences,Thesis,2
1/3/2022,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,1
1/3/2022,Isfahan,Kashan University of Medical Sciences,Proposal,5
1/3/2022,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,3
1/3/2022,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,4
1/3/2022,Razavi Khorasan,School of Dentistry - Mashhad University of Medical Sciences,Thesis,1
1/3/2022,Tabriz,Vice-Chancellor in Research Affairs - Tabriz University of Medical Sciences,Proposal,17
1/3/2022,Tabriz,Vice-Chancellor in Research Affairs - Tabriz University of Medical Sciences,Thesis,14
1/3/2022,Tehran,National Agency for Strategic Research in Medical Education,Proposal,1
1/3/2022,Tehran,Razi Vaccine and Serum Research Institute,Proposal,2
1/3/2022,Tehran,School of Medicine,Thesis,1
1/3/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,2
1/3/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,2
1/3/2022,Tehran,School of Public Health & Neuroscience Research Center - Shahid Beheshti University of Medical Sciences,Proposal,1
1/3/2022,Tehran,Sina Hospital,Thesis,1
1/3/2022,Tehran,Tarbiat Modares University,Thesis,12
1/3/2022,Tehran,Tehran Heart Center,Thesis,2
1/3/2022,Tehran,Tehran Islamic Azad University Of Medical Sciences,Proposal,1
1/3/2022,Tehran,Tehran Islamic Azad University Of Medical Sciences,Thesis,42
1/3/2022,West Azerbaijan,Urmia University of Medical Sciences,Thesis,1
1/3/2022,Zanjan,University of Zanjan,Proposal,1
1/3/2022,Zanjan,University of Zanjan,Thesis,4
1/4/2022,Fars,Fasa University of Medical Sciences,Proposal,3
1/4/2022,Fars,Fasa University of Medical Sciences,Thesis,3
1/4/2022,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,6
1/4/2022,Fars,Shiraz University of Medical Sciences,Proposal,2
1/4/2022,Fars,Shiraz University of Medical Sciences,Thesis,7
1/4/2022,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,1
1/4/2022,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,2
1/4/2022,Isfahan ,Islamic Azad University- Falavarjan branch,Proposal,2
1/4/2022,Isfahan ,Islamic Azad University- Falavarjan branch,Thesis,7
1/4/2022,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Thesis,1
1/4/2022,Kerman,Rafsanjan University of Medical Sciences,Proposal,5
1/4/2022,Kerman,Rafsanjan University of Medical Sciences,Thesis,6
1/4/2022,Kerman,Veterinary Faculty of Shahid Bahonar University of Kerman,Thesis,2
1/4/2022,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Proposal,1
1/4/2022,Mazandaran,Health Research Institute - Babol University of Medical Sciences,Thesis,2
1/4/2022,Qazvin,Qazvin University of Medical Sciences,Proposal,3
1/4/2022,Qazvin,Qazvin University of Medical Sciences,Thesis,7
1/4/2022,Razavi Khorasan,Sabzevar University of Medical Sciences,Thesis,1
1/4/2022,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Proposal,8
1/4/2022,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Thesis,13
1/4/2022,Sistan and Baluchestan,Iranshahr University of Medical Sciences,Proposal,1
1/4/2022,Sistan and Baluchestan,University of Zabol,Proposal,1
1/4/2022,Tabriz,Islamic Azad University-Tabriz Branch,Thesis,17
1/4/2022,Tehran,Children’s Medical Center- Tehran University of Medical Sciences,Thesis,1
1/4/2022,Tehran,Iran University of Medical Sciences,Thesis,2
1/4/2022,Tehran,National Agency for Strategic Research in Medical Education,Proposal,1
1/4/2022,Tehran,"Research Ethics Committee of the ""Alzahra Research Centers""",Proposal,1
1/4/2022,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Proposal,1
1/4/2022,Tehran,School of Medicine - Shahid Beheshti University of Medical Sciences,Proposal,14
1/4/2022,Tehran,School of Medicine - Shahid Beheshti University of Medical Sciences,Thesis,17
1/4/2022,Tehran,School of Pharmacy and Nursing & Midwifery- Shahid Beheshti University of Medical Sciences,Proposal,2
1/4/2022,Tehran,School of Pharmacy and Nursing & Midwifery- Shahid Beheshti University of Medical Sciences,Thesis,16
1/4/2022,Tehran,School of Public Health & Allied Medical Sciences- Tehran University of Medical Sciences,Proposal,5
1/4/2022,Tehran,School of Public Health & Allied Medical Sciences- Tehran University of Medical Sciences,Thesis,5
1/4/2022,Tehran,School of Public Health & Neuroscience Research Center - Shahid Beheshti University of Medical Sciences,Proposal,19
1/4/2022,Tehran,School of Public Health & Neuroscience Research Center - Shahid Beheshti University of Medical Sciences,Thesis,16
1/4/2022,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Thesis,3
1/4/2022,Yazd,Yazd Shahid Dr. Rahnemoun Hospital,Proposal,5
1/5/2022,Chaharmahal and Bakhtiari,School of Medicine - Shahrekord University of Medical Sciences,Thesis,5
1/5/2022,East Azerbaijan,Maragheh University of Medical Sciences,Proposal,2
1/5/2022,Fars,Fasa University of Medical Sciences,Proposal,3
1/5/2022,Fars,Fasa University of Medical Sciences,Thesis,3
1/5/2022,Fars,Islamic Azad University- Shiraz Branch,Thesis,1
1/5/2022,Fars,School of Dentistry- Shiraz University of Medical Sciences,Proposal,1
1/5/2022,Fars,School of Dentistry- Shiraz University of Medical Sciences,Thesis,22
1/5/2022,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,1
1/5/2022,Hamadan,Malayer University,Thesis,6
1/5/2022,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,2
1/5/2022,Khuzestan,Abadan School of Medical Sciences,Proposal,7
1/5/2022,Khuzestan,Abadan School of Medical Sciences,Thesis,4
1/5/2022,Qazvin,Qazvin University of Medical Sciences,Thesis,1
1/5/2022,Semnan,Shahroud University of Medical Sciences,Proposal,9
1/5/2022,Semnan,Shahroud University of Medical Sciences,Thesis,44
1/5/2022,Tehran,Alzahra University,Thesis,2
1/5/2022,Tehran,School of Medicine,Thesis,3
1/5/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,5
1/5/2022,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Proposal,1
1/5/2022,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Thesis,7
1/5/2022,West Azerbaijan,Urmia University of Medical Sciences,Thesis,8
1/6/2022,Fars,Shiraz University of Medical Sciences,Proposal,1
1/6/2022,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,2
1/7/2022,Sistan and Baluchestan,University of Zabol,Thesis,1
1/7/2022,Tabriz,University of Tabriz,Thesis,1
1/8/2022,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,4
1/8/2022,Fars,"Schools of Nursing and Midwifery, Management and Medical Information science- - Shiraz University of Medical Sciences",Proposal,7
1/8/2022,Fars,"Schools of Nursing and Midwifery, Management and Medical Information science- - Shiraz University of Medical Sciences",Thesis,1
1/8/2022,Fars,Shiraz University of Medical Sciences,Thesis,2
1/8/2022,Hamadan,Hamadan University of Medical Scieneces,Proposal,13
1/8/2022,Hamadan,Hamadan University of Medical Scieneces,Thesis,26
1/8/2022,Hormozgan,Hormozgan University of Medical Sciences,Proposal,8
1/8/2022,Hormozgan,Hormozgan University of Medical Sciences,Thesis,12
1/8/2022,Ilam,Ilam University of Medical Sciences,Proposal,9
1/8/2022,Ilam,Ilam University of Medical Sciences,Thesis,14
1/8/2022,Kurdistan,University of Kurdistan,Proposal,1
1/8/2022,Kurdistan,University of Kurdistan,Thesis,4
1/8/2022,Qazvin,Qazvin University of Medical Sciences,Thesis,2
1/8/2022,Sistan and Baluchestan,Iranshahr University of Medical Sciences,Proposal,1
1/8/2022,Tehran,"Education,Research and Technology Division of Iranain Red Crescent Society",Proposal,3
1/8/2022,Tehran,Iran University of Medical Sciences,Proposal,2
1/8/2022,Tehran,Iran University of Medical Sciences,Thesis,1
1/8/2022,Tehran,Pasteur Institute of Iran,Proposal,1
1/8/2022,Tehran,School of Medicine,Proposal,1
1/8/2022,Tehran,School of Medicine,Thesis,1
1/8/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,1
1/8/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,4
1/8/2022,Tehran,Sina Hospital,Thesis,1
1/8/2022,West Azerbaijan,Laboratory Animals - Urmia University of Medical Sciences,Thesis,1
1/9/2022,Bushehr,Bushehr province university of medical sciences,Proposal,1
1/9/2022,Fars,Islamic Azad University-Arsanjan Branch,Thesis,2
1/9/2022,Fars,Laboratory Animals - Shiraz University of Medical Sciences,Proposal,3
1/9/2022,Fars,Laboratory Animals - Shiraz University of Medical Sciences,Thesis,2
1/9/2022,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,4
1/9/2022,Fars,Schools of Health and Nutrition- Shiraz University of Medical Sciences,Proposal,1
1/9/2022,Fars,Schools of Health and Nutrition- Shiraz University of Medical Sciences,Thesis,5
1/9/2022,Fars,Shiraz University of Medical Sciences,Thesis,2
1/9/2022,Golestan,Golestan University of Medical Sciences,Proposal,8
1/9/2022,Golestan,Golestan University of Medical Sciences,Thesis,18
1/9/2022,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,3
1/9/2022,Kermanshah,Laboratory Animals - Kermanshah University of Medical Sciences,Proposal,9
1/9/2022,Kermanshah,Laboratory Animals - Kermanshah University of Medical Sciences,Thesis,5
1/9/2022,Kermanshah,School of Medicine-Kermanshah University of Medical Sciences,Thesis,29
1/9/2022,Khuzestan,Dezful University of Medical Sciences,Proposal,2
1/9/2022,Khuzestan,Dezful University of Medical Sciences,Thesis,2
1/9/2022,Mazandaran,Islamic Azad University- Sari Branch,Thesis,10
1/9/2022,Qom,Laboratory Animals - Qom University of Medical Sciences,Proposal,2
1/9/2022,Qom,Laboratory Animals - Qom University of Medical Sciences,Thesis,2
1/9/2022,Razavi Khorasan,Sabzevar University of Medical Sciences,Proposal,1
1/9/2022,Tabriz,University of Tabriz,Thesis,7
1/9/2022,Tehran,Children’s Medical Center- Tehran University of Medical Sciences,Proposal,1
1/9/2022,Tehran,Children’s Medical Center- Tehran University of Medical Sciences,Thesis,1
1/9/2022,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Proposal,1
1/9/2022,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Thesis,12
1/9/2022,Tehran,Iran University of Medical Sciences,Proposal,7
1/9/2022,Tehran,Islamic Azad Tehran Medical Sciences University - Pharmacy and Pharmaceutical Branches Faculty,Proposal,1
1/9/2022,Tehran,Islamic Azad Tehran Medical Sciences University - Pharmacy and Pharmaceutical Branches Faculty,Thesis,16
1/9/2022,Tehran,Islamic Azad University- North Tehran Branch,Thesis,10
1/9/2022,Tehran,"Research Ethics Committee of the ""Alzahra Research Centers""",Proposal,5
1/9/2022,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Proposal,1
1/9/2022,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Thesis,5
1/9/2022,Tehran,School of Medicine,Thesis,3
1/9/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,10
1/9/2022,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,18
1/9/2022,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Proposal,59
1/9/2022,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Thesis,22
1/9/2022,Zanjan,Zanjan University of Medical Sciences,Proposal,1
1/10/2022,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,3
1/10/2022,Fars,Shiraz University of Medical Sciences,Proposal,8
1/10/2022,Fars,Shiraz University of Medical Sciences,Thesis,1
1/10/2022,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,2
1/10/2022,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,5
1/10/2022,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Proposal,2
1/10/2022,Kerman,Afzalipour Hospital- Kerman University of Medical Sciences,Thesis,6
1/10/2022,Kerman,Rafsanjan University of Medical Sciences,Proposal,3
